current_date,Prec_Ishikari,avtem,Flow
2012\08\03,0.11503,18,292.26875
2012\08\04,1.07346,18.4,214.675
2012\08\05,14.15878,20.1,299.28375
2012\08\06,8.66209,20,543.36375
2012\08\07,0.55485,18.3,478.564166667
2012\08\08,0.04259,19.4,372.590833333
2012\08\09,0.06573,20.5,278.204583333
2012\08\10,22.46948,20.4,330.66375
2012\08\11,2.23599,20.8,577.487916667
2012\08\12,0.00355,21.3,404.4575
2012\08\13,40.35622,20.1,539.874166667
2012\08\14,1.26439,19,1214.80958333
2012\08\15,1.16548,19.2,775.94875
2012\08\16,27.38638,20,890.028333333
2012\08\17,0.57029,18.7,986.98625
2012\08\18,0.14184,19.9,526.275
2012\08\19,0.04601,22.4,358.374166667
2012\08\20,28.56941,23.8,697.958333333
2012\08\21,0.02965,24.6,1047.49083333
2012\08\22,0,24.6,543.045833333
2012\08\23,7.28282,21.6,489.4175
2012\08\24,0.11578,20.8,378.150833333
2012\08\25,1.45114,22.5,313.119583333
2012\08\26,15.56124,23.3,313.9125
2012\08\27,3.50339,23.1,780.416666667
2012\08\28,0.00961,22.6,783.590833333
2012\08\29,0.18907,23.2,529.597083333
2012\08\30,0.02342,24,533.054583333
2012\08\31,0,21.9,484.68125
2012\09\01,0.20496,23.7,292.615416667
2012\09\02,0.00704,22.5,211.311666667
2012\09\03,1.5424,23.6,255.526666667
2012\09\04,7.92021,22.1,322.92
2012\09\05,0.00035,21.3,366.380416667
2012\09\06,5.2489,20.6,355.372916667
2012\09\07,0.12399,19.9,318.07625
2012\09\08,0.08283,19.6,238.515833333
2012\09\09,57.45815,19.9,318.880416667
2012\09\10,27.98135,20.6,1411.4725
2012\09\11,39.45752,20.4,1580.34375
2012\09\12,20.9211,21.6,3046.71666667
2012\09\13,0.01657,21.2,2612.20833333
2012\09\14,0.0021,21.7,1060.02833333
2012\09\15,0.82128,22,708.756666667
2012\09\16,7.99024,20.7,488.41625
2012\09\17,0.99212,22.7,447.072916667
2012\09\18,0.03624,24.4,645.054583333
2012\09\19,4.24546,22.5,674.947916667
2012\09\20,0.12767,19.2,544.73875
2012\09\21,0.64092,16.4,387.145833333
2012\09\22,0.61824,16.6,348.657916667
2012\09\23,4.04625,16.4,339.009166667
2012\09\24,0.98522,15.5,412.062916667
2012\09\25,14.73829,13.3,349.816666667
2012\09\26,1.08757,14.2,323.498333333
2012\09\27,0.86461,15.5,233.501666667
2012\09\28,0.09151,15.2,267.810416667
2012\09\29,0.27607,17.5,396.235
2012\09\30,7.98743,17,485.097916667
2012\10\01,17.18139,15,598.122916667
2012\10\02,0.18839,13.9,416.25625
2012\10\03,0.34719,14.2,288.5675
2012\10\04,0.00436,12.5,312.94625
2012\10\05,0.06333,11.8,414.985833333
2012\10\06,6.06248,12.1,406.626666667
2012\10\07,0.45061,10.9,368.374166667
2012\10\08,0,10.2,230.279166667
2012\10\09,0.09441,10.8,231.44125
2012\10\10,0.42791,11.4,219.870416667
2012\10\11,8.63,11.6,291.34375
2012\10\12,2.1059,10.6,447.784166667
2012\10\13,1.39524,9.7,429.8325
2012\10\14,20.09655,11.5,314.567083333
2012\10\15,9.03795,9.4,570.93625
2012\10\16,3.06774,8.3,600.346666667
2012\10\17,16.53655,11,433.890416667
2012\10\18,3.08009,8,821.83125
2012\10\19,3.31872,5.7,801.545
2012\10\20,7.90997,8.3,599.610833333
2012\10\21,12.90563,5.5,901.993333333
2012\10\22,2.31903,6.9,784.119583333
2012\10\23,18.64263,11.5,935.543333333
2012\10\24,5.62402,5.1,1162.64708333
2012\10\25,1.90044,6.5,920.975416667
2012\10\26,2.72162,7.4,680.744583333
2012\10\27,0.01018,7.2,383.335833333
2012\10\28,5.75181,9,288.035416667
2012\10\29,9.48492,9.6,643.31875
2012\10\30,0.30871,6.6,661.82375
2012\10\31,0.8632,6.1,546.872916667
2012\11\01,6.55631,7.3,476.885416667
2012\11\02,19.79227,6.4,781.962083333
2012\11\03,14.24766,5.1,1016.76583333
2012\11\04,3.63543,5.6,1252.07541667
2012\11\05,0.01681,5.8,887.416666667
2012\11\06,7.44292,9.6,566.51375
2012\11\07,21.80712,9,820.26375
2012\11\08,2.3171,8.1,1031.155
2012\11\09,1.43006,7.9,887.397916667
2012\11\10,0.08839,4.1,563.474166667
2012\11\11,0.00863,3.7,346.882083333
2012\11\12,11.64789,7.3,486.860833333
2012\11\13,0.31589,6.5,786.319166667
2012\11\14,5.95304,4.1,743.740833333
2012\11\15,0.13692,2.5,580.17375
2012\11\16,1.0207,2.7,387.8475
2012\11\17,17.79515,5.1,522.949583333
2012\11\18,14.81942,0.6,1064.87833333
2012\11\19,1.90529,-1.6,870.69625
2012\11\20,4.72706,-0.7,780.508333333
2012\11\21,7.79077,-2.7,782.410416667
2012\11\22,4.81633,-1,534.95125
2012\11\23,3.07624,-2.5,542.7075
2012\11\24,3.55648,-3.8,522.96375
2012\11\25,1.13082,-2.7,374.3625
2012\11\26,11.8118,1.1,423.203333333
2012\11\27,11.40297,-1.3,887.504166667
2012\11\28,4.41691,-3.2,462.905833333
2012\11\29,7.47304,0,811.040416667
2012\11\30,5.76443,-4.2,494.224583333
2012\12\01,4.97128,-6.5,477.484166667
2012\12\02,1.49179,-6.1,349.325
2012\12\03,0.44043,-2.3,272.305
2012\12\04,34.4808,3.2,662.56
2012\12\05,1.67767,-2,1338.61041667
2012\12\06,7.73623,-1.6,955.117916667
2012\12\07,1.68292,-6.1,844.376666667
2012\12\08,8.09101,-5.8,535.713333333
2012\12\09,11.8483,-5.5,769.08
2012\12\10,3.06019,-2.4,700.145416667
2012\12\11,1.78649,-6.5,503.03
2012\12\12,1.83451,-6.7,369.786666667
2012\12\13,0.34486,-7.1,280.4825
2012\12\14,2.54909,-4.4,383.465416667
2012\12\15,0.23934,-2.5,325.6575
2012\12\16,9.99066,-1.4,433.945833333
2012\12\17,2.04517,-2.5,370.919166667
2012\12\18,9.10482,-3.8,417.3125
2012\12\19,4.43624,-7.3,462.290833333
2012\12\20,4.13452,-8.8,365.745
2012\12\21,1.27264,-5.6,220.55875
2012\12\22,1.54674,-3.9,237.634583333
2012\12\23,3.70705,-9.2,330.3175
2012\12\24,0.42277,-13.5,213.464583333
2012\12\25,2.87329,-10.3,304.70375
2012\12\26,7.70227,-10.9,505.174583333
2012\12\27,4.43929,-11.5,429.939583333
2012\12\28,1.69686,-9.1,216.575416667
2012\12\29,0.11753,-7.3,171.683333333
2012\12\30,5.73801,1.1,251.415833333
2012\12\31,1.87979,-4.9,569.490833333
2013\01\01,1.45071,-8.8,490.73
2013\01\02,1.16306,-7.4,293.81625
2013\01\03,8.35047,-10.1,518.39
2013\01\04,4.12548,-12,228.59875
2013\01\05,0.8536,-10.1,203.435833333
2013\01\06,4.08115,-8.7,411.463333333
2013\01\07,2.25591,-10.5,356.339166667
2013\01\08,2.1535,-12.7,316.019166667
2013\01\09,1.12795,-13.2,328.4325
2013\01\10,2.72936,-11.4,359.11625
2013\01\11,2.09487,-10.7,317.215833333
2013\01\12,0.42458,-8.9,256.23125
2013\01\13,3.41314,-7.2,341.180833333
2013\01\14,0.2285,-9.7,200.477083333
2013\01\15,1.07232,-10.3,260.102083333
2013\01\16,0.81681,-11.2,267.63125
2013\01\17,0.77224,-12.5,275.755416667
2013\01\18,3.4175,-12.5,290.462083333
2013\01\19,3.17718,-6.7,383.297916667
2013\01\20,1.8637,-3.9,281.985416667
2013\01\21,0.46756,-4.7,184.03
2013\01\22,0.01617,-7.1,203.37625
2013\01\23,0.11588,-8.7,199.0575
2013\01\24,1.29666,-5.8,249.989583333
2013\01\25,4.86479,-3.1,472.6425
2013\01\26,2.22068,-9.2,623.220833333
2013\01\27,1.02883,-6.1,478.53375
2013\01\28,0.07268,-7.3,247.33875
2013\01\29,0.55826,-7,214.617916667
2013\01\30,0.77024,-4.5,212.927083333
2013\01\31,0.02699,-4.1,168.27125
2013\02\01,0,-1.4,162.307916667
2013\02\02,3.25452,-1.1,433.116666667
2013\02\03,3.1113,-8.4,607.208333333
2013\02\04,1.78715,-5.9,289.540416667
2013\02\05,2.56347,-8.3,482.237083333
2013\02\06,0.12314,-8.8,216.42875
2013\02\07,3.43797,-6.5,286.057083333
2013\02\08,2.18274,-4.2,590.512083333
2013\02\09,2.20557,-6.2,395.419583333
2013\02\10,0.33751,-8,219.429583333
2013\02\11,0.10515,-8.7,214.38
2013\02\12,0.32,-9.6,167.229166667
2013\02\13,0.17482,-6.5,182.613333333
2013\02\14,3.88644,-5.3,196.10625
2013\02\15,1.44309,-6.3,225.312916667
2013\02\16,1.75716,-8.8,217.618333333
2013\02\17,3.48532,-9.9,174.063333333
2013\02\18,0.97161,-7.4,196.944583333
2013\02\19,2.93836,-5.6,250.62125
2013\02\20,4.02585,-9.8,373.18875
2013\02\21,5.29238,-9.2,396.88375
2013\02\22,3.00571,-10.3,333.05625
2013\02\23,4.01684,-10.8,313.432083333
2013\02\24,1.61812,-10.8,231.272083333
2013\02\25,1.43806,-10.3,189.0125
2013\02\26,0.99161,-8.4,174.686666667
2013\02\27,0.1161,-3.6,172.158333333
2013\02\28,3.58259,-1.2,281.785
2013\03\01,4.35102,-2.4,250.704166667
2013\03\02,4.63454,-3.1,780.7625
2013\03\03,1.0531,-5.5,469.542916667
2013\03\04,0.42885,-7,166.38125
2013\03\05,0.43035,-3.2,165.759583333
2013\03\06,3.11439,-2.2,225.00875
2013\03\07,1.13547,-1.9,200.792083333
2013\03\08,5.30239,0.5,305.995
2013\03\09,2.95836,-7.9,522.27625
2013\03\10,15.99227,-6.5,549.465416667
2013\03\11,2.57518,-7.8,387.979583333
2013\03\12,1.53342,-1.5,185.883333333
2013\03\13,7.02032,0.3,308.770416667
2013\03\14,1.7412,-7.4,408.488333333
2013\03\15,0.81961,-3.4,186.7325
2013\03\16,4.37444,-2.7,348.74375
2013\03\17,0.30211,-2.2,202.90375
2013\03\18,5.10463,4.3,266.222916667
2013\03\19,2.482,1.6,502.03375
2013\03\20,5.63656,-2.4,421.042083333
2013\03\21,2.79734,-6.7,663.682083333
2013\03\22,2.9227,-2.8,308.27625
2013\03\23,1.48222,-4.7,427.91375
2013\03\24,0.345,-3.6,246.486666667
2013\03\25,0.15492,-3.4,221.876666667
2013\03\26,2.13376,-2.8,247.19375
2013\03\27,0,0.4,162.43125
2013\03\28,1.01652,5.6,251.5475
2013\03\29,0.77267,0.4,518.967916667
2013\03\30,3.04684,-2.6,481.041666667
2013\03\31,0.48064,-2.4,312.527083333
2013\04\01,2.12746,-0.6,331.81375
2013\04\02,0.25074,1.2,284.275
2013\04\03,0.80941,3.5,364.031666667
2013\04\04,0.87791,3,663.083333333
2013\04\05,0,1.7,934.60875
2013\04\06,0.38937,6.5,972.192083333
2013\04\07,22.15966,6.9,2031.45166667
2013\04\08,11.27208,1.3,3143.79708333
2013\04\09,2.40901,3,2400.6725
2013\04\10,2.19359,2.1,1661.88041667
2013\04\11,0.5831,1.9,1478.38
2013\04\12,2.57824,1,1243.73791667
2013\04\13,1.00773,2.8,1034.48958333
2013\04\14,12.78154,6,1137.93125
2013\04\15,1.85117,2.6,2172.29833333
2013\04\16,0.30585,3,1819.06208333
2013\04\17,2.48737,1.3,1396.46666667
2013\04\18,1.95017,2.2,1124.08958333
2013\04\19,2.11512,1.2,1199.55208333
2013\04\20,1.51472,1.6,1132.62333333
2013\04\21,0.96692,2.9,1036.365
2013\04\22,0.74386,3.9,1107.47875
2013\04\23,0,6.2,1242.25458333
2013\04\24,4.17468,8.2,1377.38333333
2013\04\25,4.50588,5.7,1718.33166667
2013\04\26,2.58176,5.3,2024.18375
2013\04\27,3.82585,4.7,1637.62291667
2013\04\28,4.63069,2.2,1627.61333333
2013\04\29,1.39239,2.8,1376.71416667
2013\04\30,6.82186,2,1128.03041667
2013\05\01,0.24316,3.7,1101.26
2013\05\02,0.36683,1.9,1104.77791667
2013\05\03,6.14635,1.2,1023.38125
2013\05\04,1.28554,3.4,939.9625
2013\05\05,2.67265,4.8,869.169583333
2013\05\06,11.63783,3.9,1084.15541667
2013\05\07,0.01386,2.1,1222.30125
2013\05\08,3E-05,5.5,1000.54833333
2013\05\09,0,9.8,1042.9
2013\05\10,0,9.9,1231.56333333
2013\05\11,11.47498,8.7,1576.07291667
2013\05\12,6.65377,7.1,1898.6
2013\05\13,0.32338,6.1,1970.06541667
2013\05\14,0.24893,7.7,1441.13083333
2013\05\15,9.06881,7.1,1265.25541667
2013\05\16,0.25763,9,1392.17791667
2013\05\17,0,11.2,1656.8525
2013\05\18,0.03286,12.9,1514.91291667
2013\05\19,0.00662,10.4,1465.75833333
2013\05\20,1.00047,10.4,1504.8475
2013\05\21,1.02402,12.3,1419.25083333
2013\05\22,4.86695,10.9,1505.26625
2013\05\23,1.39688,8.6,1460.69458333
2013\05\24,0.10911,9.6,1247.80458333
2013\05\25,0.00144,10.7,1205.5
2013\05\26,0,14.3,1171.39333333
2013\05\27,0,19.3,1329.43791667
2013\05\28,0,18.6,1569.54125
2013\05\29,0.80451,16.1,1593.1175
2013\05\30,8.47369,14.9,1674.73
2013\05\31,0,17.3,1928.13583333
2013\06\01,0,15.3,1349.68166667
2013\06\02,0.04148,13.6,1175.9225
2013\06\03,0.52598,11.2,1026.48708333
2013\06\04,0.0369,12,844.119166667
2013\06\05,0.18094,13,711.53625
2013\06\06,0.16761,14.4,700.346666667
2013\06\07,0,15.6,679.805416667
2013\06\08,0,17.1,627.775833333
2013\06\09,0.00081,16.9,723.96625
2013\06\10,0,17.5,649.370416667
2013\06\11,0,17.6,520.7125
2013\06\12,0.0041,15.8,471.792083333
2013\06\13,0.0468,17.7,500.169583333
2013\06\14,3.16661,18.3,491.352916667
2013\06\15,21.00074,18.6,668.939166667
2013\06\16,0.01211,18.8,663.235416667
2013\06\17,5.00104,16.8,452.8025
2013\06\18,5.79418,16.5,618.177083333
2013\06\19,4.94134,16.2,708.327916667
2013\06\20,0.60955,14.8,643.31125
2013\06\21,1.32621,12.4,476.553333333
2013\06\22,1.05309,12.9,433.015416667
2013\06\23,0.05787,16,445.8675
2013\06\24,1.75854,18.3,519.429166667
2013\06\25,0.02266,18.2,468.45875
2013\06\26,5.99109,18.3,431.96375
2013\06\27,10.19041,13.8,514.955416667
2013\06\28,0.05047,11.2,403.434166667
2013\06\29,0,13.2,284.619166667
2013\06\30,0,15.4,216.010416667
2013\07\01,0,19.8,232.963333333
2013\07\02,1.71782,20.6,231.09375
2013\07\03,0.73754,18.3,221.402083333
2013\07\04,6.5288,19.8,327.606666667
2013\07\05,1.56788,17.8,415.464166667
2013\07\06,0.40513,20.8,466.071666667
2013\07\07,0.02606,22.9,332.990833333
2013\07\08,0.01263,22.7,254.409166667
2013\07\09,1.13926,22.5,314.92
2013\07\10,19.2604,20.4,437.453333333
2013\07\11,0,19.5,446.867916667
2013\07\12,1.10986,20,364.01125
2013\07\13,0,20.2,336.166666667
2013\07\14,0.00755,19.7,271.44625
2013\07\15,1.11379,20.8,296.004166667
2013\07\16,0.10191,19.6,231.547083333
2013\07\17,0.0417,16.6,200.322083333
2013\07\18,1.06711,16.9,276.234583333
2013\07\19,0.25905,18.1,296.613333333
2013\07\20,0,18.4,284.195416667
2013\07\21,0,19.1,285.004583333
2013\07\22,0.05761,19.3,318.455416667
2013\07\23,0.44851,21.4,384.524166667
2013\07\24,0.14365,20.5,323.375833333
2013\07\25,3.60569,17.6,282.90875
2013\07\26,4.42227,19.4,321.728333333
2013\07\27,9.7929,20.3,362.551666667
2013\07\28,2.06828,19.5,330.867083333
2013\07\29,5.1685,21.4,347.607083333
2013\07\30,3.32577,21.4,389.125
2013\07\31,1.71467,20.8,408.054583333
2013\08\01,0.44806,19.4,448.345416667
2013\08\02,0.02063,19.7,399.574166667
2013\08\03,0,19.1,340.767916667
2013\08\04,0,19.7,343.14625
2013\08\05,0.06096,21.5,329.601666667
2013\08\06,2.32955,23.4,381.93625
2013\08\07,4.95288,23.5,408.0475
2013\08\08,0.35155,23,376.81
2013\08\09,23.23619,21.1,356.371666667
2013\08\10,4.10219,21.3,543.745416667
2013\08\11,2.40076,22.1,455.3475
2013\08\12,10.57661,21.7,408.70375
2013\08\13,1.0621,21.5,391.254166667
2013\08\14,0.4184,21.7,286.549166667
2013\08\15,2.95887,23.3,316.66125
2013\08\16,3.09084,23.6,402.91375
2013\08\17,7.50393,23.3,524.275
2013\08\18,25.92027,22.7,705.010833333
2013\08\19,17.99755,23.8,911.69625
2013\08\20,8.17505,21.2,929.985416667
2013\08\21,2.70659,19.9,753.711666667
2013\08\22,2.41564,20,586.2175
2013\08\23,2.06469,20.4,547.445
2013\08\24,16.96175,18.9,725.235833333
2013\08\25,15.97297,18.6,852.41875
2013\08\26,1.7196,18.1,819.412083333
2013\08\27,20.07696,18,646.117916667
2013\08\28,11.56324,16.1,1040.07583333
2013\08\29,1.50122,16,801.725416667
2013\08\30,16.24272,17.4,854.362916667
2013\08\31,2.79456,17.4,807.573333333
2013\09\01,3.72596,16.7,703.124583333
2013\09\02,1.20331,17.5,464.669583333
2013\09\03,6.11723,18.5,445.7075
2013\09\04,31.76064,21,649.58375
2013\09\05,12.90684,19.1,1499.79875
2013\09\06,0.72843,15.9,1165.39708333
2013\09\07,3.79545,16.1,672.38375
2013\09\08,2.46532,18.2,563.097083333
2013\09\09,0.04035,16.4,425.333333333
2013\09\10,0.18991,16.9,337.612916667
2013\09\11,0.61609,18.5,310.19625
2013\09\12,2.68263,19,372.8825
2013\09\13,0.1754,18.2,307.422083333
2013\09\14,11.43899,21.3,411.094166667
2013\09\15,34.59817,19.8,754.87875
2013\09\16,52.28753,16.2,1466.10083333
2013\09\17,0.15444,14.4,2671.12458333
2013\09\18,2.73202,12.5,1666.23833333
2013\09\19,0.01396,12.5,877.315
2013\09\20,0.0739,16.2,633.337083333
2013\09\21,0.37955,16.7,677.227083333
2013\09\22,0.00212,12.7,523.422083333
2013\09\23,0.002,13.2,279.407083333
2013\09\24,2.47324,16.1,368.520416667
2013\09\25,45.70941,12.3,734.360416667
2013\09\26,0.10435,8.9,1195.61541667
2013\09\27,0.00163,8.8,796.21375
2013\09\28,0,11.5,484.50625
2013\09\29,0.02077,15.9,366.77
2013\09\30,8.58344,14.4,365.45625
2013\10\01,8.15292,14.5,390.4
2013\10\02,0.16209,16.8,452.545416667
2013\10\03,1.13153,12.7,651.505
2013\10\04,0.36333,9.6,437.739583333
2013\10\05,0,12.8,220.016666667
2013\10\06,0.00276,14.5,235.627083333
2013\10\07,0.27371,14.7,188.8975
2013\10\08,0.31977,14.6,365.88875
2013\10\09,2.05926,10.3,364.022083333
2013\10\10,0.0425,11.1,366.01
2013\10\11,18.42879,15,360.43125
2013\10\12,12.8851,13.4,738.031666667
2013\10\13,6.20419,7.8,835.34875
2013\10\14,0.21124,9.4,645.584166667
2013\10\15,2.02095,10,559.57375
2013\10\16,39.92064,3.1,602.322916667
2013\10\17,2.48212,4,1180.97375
2013\10\18,0.00384,5.9,840.999166667
2013\10\19,0,6,502.624166667
2013\10\20,1.11343,9.5,378.252083333
2013\10\21,2.18946,10,462.619583333
2013\10\22,0.15477,9,374.355416667
2013\10\23,0.3545,8.1,280.249166667
2013\10\24,0.25424,8.5,298.142083333
2013\10\25,38.2588,10,482.88
2013\10\26,2.04921,8.5,1242.94375
2013\10\27,7.37307,5.7,1149.16833333
2013\10\28,0.5796,5.5,919.484166667
2013\10\29,0.56172,8.6,648.16375
2013\10\30,1.04502,8.8,501.43625
2013\10\31,0.30773,7.3,465.19625
2013\11\01,0.03531,5.6,434.89125
2013\11\02,0.36784,5.7,310.8525
2013\11\03,3.73996,7.7,383.698333333
2013\11\04,0.67565,5.9,441.832916667
2013\11\05,0.05708,5.1,361.682916667
2013\11\06,2.49333,7.9,317.857916667
2013\11\07,20.51885,10.9,529.864583333
2013\11\08,17.43703,2.8,1154.68041667
2013\11\09,0.01067,2.8,955.285
2013\11\10,20.73164,4.3,981.515416667
2013\11\11,8.4737,-2.4,1226.22666667
2013\11\12,8.45982,-2.7,957.4025
2013\11\13,2.43278,-2.2,750.918333333
2013\11\14,0.02452,1.2,481.219166667
2013\11\15,4.68139,5.8,507.14375
2013\11\16,0.03427,4.1,702.17625
2013\11\17,0,2.5,647.256666667
2013\11\18,5.8835,6.6,671.55
2013\11\19,5.67179,5.3,888.827083333
2013\11\20,2.07625,2.8,902.830416667
2013\11\21,7.45004,2,900.5775
2013\11\22,5.11113,1.9,936.230833333
2013\11\23,2.3623,2.8,829.765
2013\11\24,0.0435,1.6,688.252916667
2013\11\25,14.0413,5,519.545
2013\11\26,7.52101,5.5,1015.20083333
2013\11\27,3.37873,0.9,999.684166667
2013\11\28,12.49472,-1.9,741.83875
2013\11\29,3.66565,-2.9,609.458333333
2013\11\30,3.6865,-0.7,643.056666667
2013\12\01,2.3075,-1.6,604.998333333
2013\12\02,7.74651,-1,548.589166667
2013\12\03,0.09181,-1.8,460.621666667
2013\12\04,0.19486,0.4,415.71875
2013\12\05,1.86995,3.6,507.988333333
2013\12\06,2.71983,0.6,579.102916667
2013\12\07,8.0959,-2.8,649.854583333
2013\12\08,3.869,-2.3,482.4
2013\12\09,0.96747,-0.7,318.242916667
2013\12\10,18.14648,5.5,537.700416667
2013\12\11,4.33402,0.5,1313.28708333
2013\12\12,3.7753,-2.7,1036.98791667
2013\12\13,10.27827,-4.6,773.617916667
2013\12\14,4.47967,-6.5,717.559166667
2013\12\15,14.31007,-3.2,906.933333333
2013\12\16,2.31294,-0.2,661.827916667
2013\12\17,0.17581,-1.1,318.333333333
2013\12\18,0.02066,-3,215.44625
2013\12\19,0.00088,-3.4,239.782083333
2013\12\20,0.01362,-3,386.130416667
2013\12\21,0.02291,-3.1,409.0125
2013\12\22,3.58658,-6.4,328.366666667
2013\12\23,1.69673,-5.6,312.05875
2013\12\24,0.29051,-5.3,269.383333333
2013\12\25,1.10228,-6.1,208.289166667
2013\12\26,1.64884,-1.6,213.966666667
2013\12\27,4.79664,0.2,442.422916667
2013\12\28,5.04087,-4.9,633.088333333
2013\12\29,5.32736,-6.6,512.167916667
2013\12\30,6.68243,-4,400.65
2013\12\31,1.14065,-4.3,306.18
2014\01\01,7.78545,-2,447.827916667
2014\01\02,6.53548,-6.4,658.603333333
2014\01\03,3.10999,-5,352.087916667
2014\01\04,4.20519,-6.3,341.412083333
2014\01\05,3.226,-7.2,285.623333333
2014\01\06,2.49093,-7.9,268.74875
2014\01\07,0.7041,-4,201.659583333
2014\01\08,2.91842,-2.6,275.578333333
2014\01\09,3.19632,-8.7,349.84
2014\01\10,6.00646,-10.6,396.195
2014\01\11,5.00566,-9.9,366.14375
2014\01\12,6.89162,-9,295.716666667
2014\01\13,3.28339,-11.6,268.74875
2014\01\14,5.90587,-8.1,220.94375
2014\01\15,1.64089,-9.5,167.41625
2014\01\16,2.20613,-10.2,248.150416667
2014\01\17,0.67998,-12.8,184.678333333
2014\01\18,0.12305,-10.5,181.044583333
2014\01\19,0.37525,-9.7,225.76625
2014\01\20,0.24122,-11.8,188.257916667
2014\01\21,0.75769,-9.9,229.257916667
2014\01\22,4.71075,-8.5,225.255
2014\01\23,0.51664,-10.7,167.015833333
2014\01\24,0.43858,-5.3,157.265833333
2014\01\25,0.87838,-1.1,231.902916667
2014\01\26,4.0789,-4.3,317.142916667
2014\01\27,1.01888,-9,163.87875
2014\01\28,6.84145,-4,314.2575
2014\01\29,2.52014,-10.4,361.4175
2014\01\30,3.28011,-1.3,247.9475
2014\01\31,6.15124,-5.4,614.969583333
2014\02\01,4.04692,-8.2,390.171666667
2014\02\02,1.13711,-5.3,186.004166667
2014\02\03,2.52252,-4,411.503333333
2014\02\04,1.02545,-10.5,239.702916667
2014\02\05,1.36236,-13.7,231.08375
2014\02\06,3.43648,-13.3,238.919583333
2014\02\07,1.83247,-14.5,156.99625
2014\02\08,0.0637,-13.7,108.108333333
2014\02\09,0.94739,-9.5,167.358333333
2014\02\10,0.38653,-7,197.1075
2014\02\11,0.60819,-6.7,162.771666667
2014\02\12,0.04984,-7.6,128.770416667
2014\02\13,0.6031,-5.7,134.317083333
2014\02\14,1.00478,-8.3,115.59375
2014\02\15,0.58557,-7.3,85.74375
2014\02\16,1.9643,-4.3,183.269166667
2014\02\17,2.15048,-4.8,397.203333333
2014\02\18,2.52451,-6.1,298.712083333
2014\02\19,1.62326,-4.5,202.062916667
2014\02\20,0.9367,-6.7,151.134583333
2014\02\21,2.35969,-7.2,163.924166667
2014\02\22,0.50449,-7.2,128.960416667
2014\02\23,0.11518,-5.2,108.50875
2014\02\24,0,-4.8,101.67125
2014\02\25,0.00244,-3.3,116.3825
2014\02\26,0,-2.1,96.6108333333
2014\02\27,0.02418,-0.9,86.43625
2014\02\28,1.83311,-1.9,275.65125
2014\03\01,0.14757,-4.5,137.03625
2014\03\02,0.27125,-6.5,136.997083333
2014\03\03,1.73836,-8.1,155.949583333
2014\03\04,2.28745,-6.5,164.533333333
2014\03\05,3.9593,-2.7,149.146666667
2014\03\06,1.78586,-6.8,354.17625
2014\03\07,3.64051,-9.3,352.830416667
2014\03\08,3.385,-8.3,315.592083333
2014\03\09,3.35961,-4.8,202.804583333
2014\03\10,2.40862,-5,216.33
2014\03\11,0.93425,-6.1,144.13875
2014\03\12,0.154,-5.6,128.172916667
2014\03\13,0.19404,-2.2,124.591666667
2014\03\14,0.32721,-2.3,215.355
2014\03\15,0.78849,-4.7,164.92125
2014\03\16,0.85189,-2.3,172.220833333
2014\03\17,0.67543,-1.3,132.8925
2014\03\18,9.12714,0.4,237.784166667
2014\03\19,0.108,-1.8,185.347916667
2014\03\20,0.26361,-2.1,117.41375
2014\03\21,0.78897,-3.2,258.50125
2014\03\22,0.8305,-3,201.84
2014\03\23,0.05716,-3.8,145.13625
2014\03\24,0,1.6,143.464166667
2014\03\25,0.00989,4.6,252.610833333
2014\03\26,0,4,369.299583333
2014\03\27,0,3.4,495.026666667
2014\03\28,5.06198,4.4,630.785416667
2014\03\29,0.35076,4.2,1150.20833333
2014\03\30,0.72269,1.4,1436.4425
2014\03\31,0.68365,1.1,1123.39291667
2014\04\01,0.01447,1.3,1076.33708333
2014\04\02,0,3.8,904.179166667
2014\04\03,1.70513,5.8,963.428333333
2014\04\04,17.74518,0.3,1225.1025
2014\04\05,3.2074,-1.4,1329.07958333
2014\04\06,1.65816,-0.5,842.215833333
2014\04\07,0.10584,1.2,668.848333333
2014\04\08,0,0.9,637.550416667
2014\04\09,2.91306,4,578.571666667
2014\04\10,9.04511,1.2,885.699166667
2014\04\11,2.2572,-1.4,1030.23666667
2014\04\12,0.00925,1.5,770.247916667
2014\04\13,0,0.9,741.635833333
2014\04\14,0,4.3,745.13375
2014\04\15,0.09118,5.5,882.2675
2014\04\16,0.01246,1.4,1010.615
2014\04\17,0,1.3,880.1
2014\04\18,0.00139,2,808.69375
2014\04\19,0,1.3,712.34625
2014\04\20,0,3.9,716.79375
2014\04\21,0,6.7,854.561666667
2014\04\22,0.00991,6.6,952.414166667
2014\04\23,0,6.4,1079.66291667
2014\04\24,0,9.8,1122.54166667
2014\04\25,0,11.4,1293.4375
2014\04\26,0,13.1,1550.36375
2014\04\27,0,13.8,1745.63416667
2014\04\28,0.01487,7.6,1778.19208333
2014\04\29,0,6.4,1585.14416667
2014\04\30,0.12215,10.5,1189.705
2014\05\01,1.25342,12.3,1211.72875
2014\05\02,0.16741,12.2,1580.01416667
2014\05\03,1.22348,11.5,1523.96458333
2014\05\04,0.44269,8.1,1456.1875
2014\05\05,3.16469,10.6,1090.26833333
2014\05\06,2.45574,8.9,941.344583333
2014\05\07,0.62385,9,990.539583333
2014\05\08,0.01274,10.5,827.734166667
2014\05\09,1.63122,8.9,749.668333333
