current_date,Prec_Ishikari,avtem,Flow
2009\01\10,3.20869,-2.1,369.91875
2009\01\11,1.70987,-2.9,461.325
2009\01\12,0.22798,-3.5,318.6325
2009\01\13,0.06043,-3.2,260.064166667
2009\01\14,4.22381,-1.7,237.0575
2009\01\15,8.02307,-7.2,379.574583333
2009\01\16,2.63911,-7.2,320.509583333
2009\01\17,1.62388,-7.1,240.652916667
2009\01\18,1.22654,-5,193.79625
2009\01\19,9.35331,0.6,465.79375
2009\01\20,2.50149,-3.7,344.211666667
2009\01\21,0.55254,-5.4,213.116666667
2009\01\22,0.05581,-3.6,165.790416667
2009\01\23,7.08748,3.2,296.185833333
2009\01\24,1.70348,-8.6,461.370416667
2009\01\25,3.37224,-8.6,324.977083333
2009\01\26,1.62285,-5.5,279.038333333
2009\01\27,1.47964,-8.4,268.81125
2009\01\28,0.25712,-6.8,174.989583333
2009\01\29,2.58182,-0.2,183.215416667
2009\01\30,0.25449,-3.1,169.24625
2009\01\31,0.00138,-6.1,144.42625
2009\02\01,1.13293,-8.2,238.06625
2009\02\02,1.46283,-7.3,246.86875
2009\02\03,1.29021,-7.3,253.155
2009\02\04,0.31299,-5.9,214.69625
2009\02\05,2.41438,-4.6,220.047083333
2009\02\06,1.13736,-6,261.5525
2009\02\07,2.74024,-6.5,224.787083333
2009\02\08,6.33803,-4.2,413.675416667
2009\02\09,1.77589,-4.3,266.96375
2009\02\10,0.09476,-6,230.357916667
2009\02\11,0.29143,-5.6,187.964583333
2009\02\12,3.34353,-3,246.94125
2009\02\13,6.12778,-1.6,188.431666667
2009\02\14,12.88369,1.2,747.772916667
2009\02\15,2.81884,-3.7,459.155416667
2009\02\16,2.79527,-9.3,350.85
2009\02\17,2.85436,-7.3,292.653333333
2009\02\18,3.22355,-8.8,307.258333333
2009\02\19,1.78364,-9.2,247.431666667
2009\02\20,7.1289,-5.3,255.97
2009\02\21,4.35189,-6.4,564.854166667
2009\02\22,4.3213,-6.4,301.109166667
2009\02\23,0.83968,-8.5,266.58375
2009\02\24,1.78839,-6.7,189.046666667
2009\02\25,2.54143,-1.8,271.520833333
2009\02\26,1.2726,-5.8,250.3225
2009\02\27,3.32952,-4,185.89
2009\02\28,1.049,-5.8,195.23125
2009\03\01,1.06764,-5.6,147.315833333
2009\03\02,2.06029,-5.7,204.0575
2009\03\03,0.37748,-6,135.36625
2009\03\04,0.61589,-2.7,164.312083333
2009\03\05,0.15452,-3,161.7625
2009\03\06,15.14284,-0.2,165.98375
2009\03\07,4.75597,-3.1,562.259166667
2009\03\08,0.42763,-3.7,378.824583333
2009\03\09,0,-1.2,156.630833333
2009\03\10,3.08053,-0.9,257.020833333
2009\03\11,4.49983,-6.9,398.99125
2009\03\12,1.45363,-2.7,313.359583333
2009\03\13,0.07996,-1.1,143.268333333
2009\03\14,15.90473,1.8,515.7725
2009\03\15,2.67672,-2.5,628.120833333
2009\03\16,0.23884,-0.7,299.89875
2009\03\17,1.0305,0.9,307.722916667
2009\03\18,0.06789,3.4,246.78125
2009\03\19,4.877,5.7,456.614166667
2009\03\20,0.877,-0.2,732.677083333
2009\03\21,0.32919,-2.8,764.3225
2009\03\22,3.23775,3.2,553.378333333
2009\03\23,6.30608,-0.8,914.20375
2009\03\24,1.59503,-3.8,768.878333333
2009\03\25,0.25369,-2.9,385.31375
2009\03\26,0.82916,-0.8,427.96125
2009\03\27,2.13771,-2.7,487.480833333
2009\03\28,0.40729,-3.3,332.800416667
2009\03\29,0.11709,1,276.123333333
2009\03\30,1.53992,-0.1,245.803333333
2009\03\31,0.97552,-0.4,322.325
2009\04\01,0.02434,-1.1,342.280416667
2009\04\02,0,0.6,406.3275
2009\04\03,0,2.9,461.744583333
2009\04\04,0,4,479.9025
2009\04\05,0.7656,3.5,619.495
2009\04\06,3.0551,1.9,719.95125
2009\04\07,0,0.4,624.45375
2009\04\08,0.57474,1.6,463.937083333
2009\04\09,0.02251,5.9,430.26625
2009\04\10,0,8.9,657.820416667
2009\04\11,0,4.2,990.244583333
2009\04\12,0,7.9,884.395416667
2009\04\13,0,11.1,1022.33416667
2009\04\14,0.50971,6.5,1407.43041667
2009\04\15,4.01708,4.8,1449.61625
2009\04\16,0.3912,1.7,1129.21125
2009\04\17,0.08193,3.4,825.804166667
2009\04\18,1.09267,5.2,701.555833333
2009\04\19,0.09464,5.5,677.104583333
2009\04\20,0,6.5,677.56125
2009\04\21,4.12234,5.7,641.144166667
2009\04\22,17.50305,8.1,959.179583333
2009\04\23,3.10307,3.5,1384.61041667
2009\04\24,0,2.4,930.67375
2009\04\25,0.00223,5.3,576.974583333
2009\04\26,8.44021,1.9,699.274583333
2009\04\27,0.38909,2.9,714.216666667
2009\04\28,0.35609,3.9,548.499166667
2009\04\29,0.00352,7.3,448.490416667
2009\04\30,0,13.6,499.8375
2009\05\01,0.00196,10.6,695.918333333
2009\05\02,0,12.1,722.664583333
2009\05\03,0.00769,12.6,735.515416667
2009\05\04,0,14.1,850.337083333
2009\05\05,0.0168,12.3,1070.84583333
2009\05\06,0,10.3,910.104583333
2009\05\07,0,14.4,614.02125
2009\05\08,0,12.6,699.2425
2009\05\09,0.78797,12.1,638.956666667
2009\05\10,0.96681,11.5,575.504583333
2009\05\11,0.10539,8.7,436.945416667
2009\05\12,6.37965,9.8,443.52
2009\05\13,7.74512,6.9,651.995833333
2009\05\14,1.90226,5.1,636.655833333
2009\05\15,0.01262,5.8,391.077083333
2009\05\16,0,9.5,290.745833333
2009\05\17,6.14016,11.3,317.422916667
2009\05\18,5.23572,11,599.695416667
2009\05\19,0.07537,13.7,706.7625
2009\05\20,0,14.2,552.317916667
2009\05\21,0,16.3,436.647916667
2009\05\22,2.37629,13.8,428.74125
2009\05\23,12.01171,12.9,521.190833333
2009\05\24,0.37626,11.2,630.569166667
2009\05\25,0.00741,11.2,543.514166667
2009\05\26,0.01426,12.5,415.1625
2009\05\27,0.58436,11.2,332.736666667
2009\05\28,0.42268,12.3,310.144583333
2009\05\29,4E-05,13,236.934583333
2009\05\30,0.74359,12.9,199.59125
2009\05\31,13.42252,10.8,390.60375
2009\06\01,2.04276,12.3,464.026666667
2009\06\02,0.3478,12.3,391.820416667
2009\06\03,0.05179,16.9,368.480416667
2009\06\04,0.42616,14.1,357.46125
2009\06\05,6.80684,15.6,327.887916667
2009\06\06,1.38764,15,319.224166667
2009\06\07,9.51513,13.7,333.6975
2009\06\08,2.4937,12.7,359.457083333
2009\06\09,0.76954,14.6,354.162083333
2009\06\10,0.3533,15.6,323.075833333
2009\06\11,21.26061,13.7,505.16875
2009\06\12,2.64606,16.2,611.749583333
2009\06\13,3.19172,12.4,478.746666667
2009\06\14,13.16785,10.1,424.541666667
2009\06\15,2.5502,11.8,440.305416667
2009\06\16,1.57011,11.2,352.912083333
2009\06\17,0.40646,10.8,307.898333333
2009\06\18,0.00573,11.7,281.115
2009\06\19,0.01382,12.4,276.999583333
2009\06\20,0.32926,13.6,248.150833333
2009\06\21,0.7926,17.4,341.504166667
2009\06\22,6.10114,17.7,370.785
2009\06\23,22.63414,18.2,692.980416667
2009\06\24,0.01208,18.4,789.965833333
2009\06\25,0,20.2,500.230833333
2009\06\26,2.28827,20.8,432.77125
2009\06\27,0.14379,19.2,414.839166667
2009\06\28,0.00042,20.1,338.495416667
2009\06\29,0,19.8,275.874166667
2009\06\30,0.88969,17.9,305.527916667
2009\07\01,5.09697,16.2,325.885
2009\07\02,0.52937,16.3,362.559166667
2009\07\03,0.57739,16.8,367.795
2009\07\04,0.12908,16.7,324.014166667
2009\07\05,0.78566,18.7,300.34375
2009\07\06,0,19.7,283.157916667
2009\07\07,0.76567,21,279.051666667
2009\07\08,40.68163,18,447.112916667
2009\07\09,0.04682,19.5,674.686666667
2009\07\10,23.97525,14.9,648.025416667
2009\07\11,0.25645,15.8,542.212916667
2009\07\12,0.01981,18.5,374.818333333
2009\07\13,22.69952,16.9,456.317916667
2009\07\14,0.3501,18.6,575.197083333
2009\07\15,20.92633,17.9,633.800833333
2009\07\16,4.82099,15.3,993.619583333
2009\07\17,0.05318,16.7,729.529166667
2009\07\18,15.53016,15.3,475.085
2009\07\19,56.90376,15.7,1252.5
2009\07\20,0.72991,14.4,2965.85541667
2009\07\21,5.41191,15.5,1856.08916667
2009\07\22,11.63229,15.8,1147.78166667
2009\07\23,1.67488,16.8,1021.29625
2009\07\24,4.12859,19.8,747.309166667
2009\07\25,23.30839,19.8,672.63375
2009\07\26,8.85554,20.5,971.55375
2009\07\27,18.52746,19.9,1097.9025
2009\07\28,7.55972,19,1585.07875
2009\07\29,1.12248,19.3,1544.69666667
2009\07\30,1.0812,19.3,1058.755
2009\07\31,0.00388,19,720.598333333
2009\08\01,0.12158,19.5,526.963333333
2009\08\02,13.56098,16.8,498.953333333
2009\08\03,0.21707,18.2,568.01875
2009\08\04,0.03123,19.9,466.25
2009\08\05,0.09054,20.5,432.985833333
2009\08\06,0,20.3,400.94875
2009\08\07,0.0098,20.4,386.7175
2009\08\08,0.0026,19.6,355.778333333
2009\08\09,0,20.3,320.129583333
2009\08\10,0.02947,21.5,297.628333333
2009\08\11,0,22.1,334.609166667
2009\08\12,0.82921,20.8,359.865
2009\08\13,3.47545,18.7,443.6325
2009\08\14,0.77403,19.1,477.40875
2009\08\15,3.23838,20.6,374.28625
2009\08\16,0.69257,20.3,354.69
2009\08\17,9.76373,17.7,287.909166667
2009\08\18,0.4418,18.3,315.9825
2009\08\19,4.55212,16.9,339.523333333
2009\08\20,13.04694,18.6,370.53625
2009\08\21,13.59661,20.7,671.23625
2009\08\22,0.84554,19.2,661.019583333
2009\08\23,14.0857,16.9,575.839166667
2009\08\24,5.37809,15.9,589.645416667
2009\08\25,0.33553,15.8,401.703333333
2009\08\26,0.00195,16.9,327.769583333
2009\08\27,2.03188,17.5,348.732083333
2009\08\28,4.32204,18.8,470.258333333
2009\08\29,0.42181,15.6,607.554583333
2009\08\30,0.02869,13,394.8225
2009\08\31,0.01226,15.2,328.995
2009\09\01,0.49652,16.2,341.154583333
2009\09\02,0,16.5,262.289166667
2009\09\03,0.00357,16.1,229.9725
2009\09\04,3.05732,16.8,290.278333333
2009\09\05,10.72517,17.8,367.245833333
2009\09\06,2.79227,18.4,366.048333333
2009\09\07,20.10389,17,440.581666667
2009\09\08,11.15908,14.8,774.950416667
2009\09\09,3.81336,12.1,682.713333333
2009\09\10,7.00041,12.8,676.863333333
2009\09\11,1.86505,12.7,534.928333333
2009\09\12,0.06526,15.2,435.435833333
2009\09\13,4.07343,14.9,529.958333333
2009\09\14,0.017,15.5,423.013333333
2009\09\15,7.19613,14.6,372.629583333
2009\09\16,4.22701,14.8,446.204166667
2009\09\17,0.06987,14,410.00375
2009\09\18,0.01602,13.6,348.759583333
2009\09\19,1.15782,13.7,367.90375
2009\09\20,0.02208,12.2,342.075833333
2009\09\21,0,9.4,312.104583333
2009\09\22,0.90076,15.4,357.475416667
2009\09\23,0.02247,14.8,354.304583333
2009\09\24,4.39058,15.2,339.60125
2009\09\25,0.53935,14.9,350.855833333
2009\09\26,2.95184,12.2,383.35625
2009\09\27,0,11.4,292.633333333
2009\09\28,10.46636,13.5,258.929583333
2009\09\29,2.718,14,393.035416667
2009\09\30,0,12.6,332.246666667
2009\10\01,0,13.1,241.544583333
2009\10\02,29.48228,15.2,299.341666667
2009\10\03,4.86191,13.5,539.707916667
2009\10\04,4.1314,10.3,462.254166667
2009\10\05,3.34408,9.4,371.03
2009\10\06,2.49266,10.9,343.384166667
2009\10\07,0.47143,9.1,289.8475
2009\10\08,13.34374,7.7,268.062916667
2009\10\09,14.06515,6.7,587.20375
2009\10\10,16.08562,7.8,548.66375
2009\10\11,7.65628,6.4,926.246666667
2009\10\12,0.52334,7.6,559.280416667
2009\10\13,4.20437,9.4,501.624166667
2009\10\14,1.03553,6.1,467.566666667
2009\10\15,2.04358,7.1,387.35375
2009\10\16,0.00595,8.1,330.405416667
2009\10\17,0.18651,12.7,334.235
2009\10\18,2.98363,14.1,429.665416667
2009\10\19,0.53692,12.3,477.874166667
2009\10\20,11.88181,11.8,537.782083333
2009\10\21,4.74701,8.1,539.0725
2009\10\22,0.53438,6.2,487.299583333
2009\10\23,1.2954,6.6,316.326666667
2009\10\24,0.43778,7.4,316.139166667
2009\10\25,0,7.6,244.43625
2009\10\26,11.77698,10.8,244.269583333
2009\10\27,4.89108,10.6,555.941666667
2009\10\28,0.30312,6.9,422.464583333
2009\10\29,0.25567,10.6,296.287916667
2009\10\30,2.98529,8.4,429.499583333
2009\10\31,2.58884,2.2,269.931666667
2009\11\01,23.41262,2.3,408.175416667
2009\11\02,3.84914,-2.7,530.554166667
2009\11\03,3.22834,-2.3,364.631666667
2009\11\04,2.79301,7.5,322.237916667
2009\11\05,4.61498,7.5,434.350833333
2009\11\06,0,5.4,487.052916667
2009\11\07,0,10.2,432.225
2009\11\08,0,13.1,423.424583333
2009\11\09,1.65495,10.7,459.954583333
2009\11\10,4.32583,3.6,330.080416667
2009\11\11,5.44323,-0.2,207.404583333
2009\11\12,0.02786,-0.9,143.82625
2009\11\13,0.1894,2,158.602083333
2009\11\14,24.54024,5.4,399.135416667
2009\11\15,14.17552,5.8,864.9675
2009\11\16,6.39135,1.4,951.03
2009\11\17,2.36584,0.6,589.405416667
2009\11\18,6.31458,-1.6,547.862083333
2009\11\19,2.67789,-1.7,433.439583333
2009\11\20,1.98494,-3.4,424.25125
2009\11\21,3.29029,-3.4,375.421666667
2009\11\22,0.76347,-2,274.807916667
2009\11\23,3.19496,1.9,300.188333333
2009\11\24,0.06411,0.6,322.14125
2009\11\25,0.36178,2.4,325.848333333
2009\11\26,0.07636,1.5,317.031666667
2009\11\27,8.53232,1.2,333.94375
2009\11\28,2.77807,-1.1,451.3675
2009\11\29,0.14246,-1.1,325.719166667
2009\11\30,0.48153,0.8,353.473333333
2009\12\01,0.50854,0.4,358.181666667
2009\12\02,0.56831,-0.3,383.789166667
2009\12\03,1.09678,-1.8,352.250416667
2009\12\04,0.00516,-5.5,356.229583333
2009\12\05,2.69657,-2.1,296.30625
2009\12\06,12.69733,2.8,526.249166667
2009\12\07,6.41365,-2.2,677.045416667
2009\12\08,1.46527,-1.4,396.07125
2009\12\09,1.87453,-0.5,396.078333333
2009\12\10,0.01657,-3,274.698333333
2009\12\11,0.19232,-3.7,191.719166667
2009\12\12,12.02931,2.5,335.14625
2009\12\13,0.69019,-2.3,458.3425
2009\12\14,4.06253,-6,430.220416667
2009\12\15,4.4474,-7.9,392.34375
2009\12\16,2.71519,-9.4,334.05375
2009\12\17,1.84533,-9.7,343.674583333
2009\12\18,1.96703,-8.1,372.13375
2009\12\19,3.81348,-7.3,417.41875
2009\12\20,2.49919,-7.7,392.7925
2009\12\21,4.9056,-7.1,425.968333333
2009\12\22,3.52315,-5.6,377.210833333
2009\12\23,2.78413,-5.6,329.537916667
2009\12\24,2.29624,-5.5,366.680416667
2009\12\25,0.17652,-9.4,276.128333333
2009\12\26,5.56256,-7.7,309.453333333
2009\12\27,0.83424,-4.4,348.05625
2009\12\28,5.25481,-2.1,371.6525
2009\12\29,0.55152,-6.3,489.61375
2009\12\30,6.31962,-4.9,353.944583333
2009\12\31,7.19052,-0.4,629.709166667
2010\01\01,8.7759,-3.8,873.956666667
2010\01\02,7.28661,-1.8,720.6925
2010\01\03,0.18116,-5.7,414.396666667
2010\01\04,1.65068,-5.2,318.19625
2010\01\05,1.58369,-3.1,274.674583333
2010\01\06,1.98763,-0.5,310.252916667
2010\01\07,0.31221,-2.4,282.282916667
2010\01\08,0.29682,-5.7,254.595833333
2010\01\09,1.86545,-4.6,351.685
2010\01\10,2.32307,-6.8,368.774166667
2010\01\11,1.76375,-8.7,254.480833333
2010\01\12,0.73623,-7.9,273.3475
2010\01\13,1.26983,-6.7,395.277916667
2010\01\14,3.98554,-9.1,495.642916667
2010\01\15,3.12746,-11.4,395.5875
2010\01\16,4.03039,-9.9,376.88625
2010\01\17,4.34754,-9.5,237.409166667
2010\01\18,0.87611,-6.7,223.480833333
2010\01\19,0.77579,-6.4,233.039583333
2010\01\20,4.14001,-0.2,298.518333333
2010\01\21,3.46599,-8.8,495.204583333
2010\01\22,1.23016,-10.2,347.0875
2010\01\23,0.93689,-6.8,273.909583333
2010\01\24,0.18866,-5.3,251.549166667
2010\01\25,4.49174,-2.4,337.089166667
2010\01\26,3.22622,-9.3,553.137083333
2010\01\27,0.59663,-3.8,271.4375
2010\01\28,3.77777,-1.7,400.402916667
2010\01\29,2.04629,-6.4,424.159166667
2010\01\30,2.07851,-6.4,339.150833333
2010\01\31,6.91868,-3.2,301.265833333
2010\02\01,1.69534,-8.5,368.38625
2010\02\02,1.78719,-11.2,294.7125
2010\02\03,1.75999,-15.5,341.395416667
2010\02\04,1.7397,-16.2,268.978333333
2010\02\05,2.11173,-14.8,284.86375
2010\02\06,3.54325,-12.6,409.4975
2010\02\07,3.64657,-4.1,444.491666667
2010\02\08,1.31531,-2.1,267.01
2010\02\09,2.19188,-3.7,439.08125
2010\02\10,1.05686,-6.9,341.254166667
2010\02\11,1.29591,-6.5,253.4075
2010\02\12,1.34719,-9.1,243.51
2010\02\13,1.6607,-11.4,235.43
2010\02\14,1.22876,-9.9,232.914166667
2010\02\15,1.07054,-9.3,217.91125
2010\02\16,1.61674,-10.5,211.625
2010\02\17,1.2901,-10.3,201.630416667
2010\02\18,0.52144,-7,198.6675
2010\02\19,3.47718,-3.4,232.462916667
2010\02\20,3.64416,-6.3,264.404583333
2010\02\21,0.35557,-6.6,222.507083333
2010\02\22,0.75587,-3.6,190.865
2010\02\23,1.61079,-1.7,251.856666667
2010\02\24,0.15322,-0.5,206.843333333
2010\02\25,0.10129,7.2,210.014166667
2010\02\26,9.38585,2.2,350.0875
2010\02\27,0.02241,-4.8,398.111666667
2010\02\28,1.03974,-5,267.404166667
2010\03\01,1.15872,-7,403.889166667
2010\03\02,0.1053,-7.1,214.127083333
2010\03\03,2.64501,-3.7,242.134583333
2010\03\04,0.04984,-3.2,187.3825
2010\03\05,6.64472,0.1,244.97375
2010\03\06,0.78569,-1,304.515
2010\03\07,0.98786,-5.8,216.239583333
2010\03\08,1.8735,-7.6,202.87375
2010\03\09,0.31006,-7,158.707083333
2010\03\10,0.14096,-4.5,204.062083333
2010\03\11,0.0126,-3.4,250.35625
2010\03\12,0.00495,-1.2,176.98625
2010\03\13,6.00497,-0.9,418.647083333
2010\03\14,1.39114,-6,345.029166667
2010\03\15,5.90998,-3.4,154.087083333
2010\03\16,2.70721,1.5,403.384583333
2010\03\17,4.12651,-5.3,470.093333333
2010\03\18,0.89954,-4,238.087083333
2010\03\19,0.54749,-1.4,228.745416667
2010\03\20,10.07799,1,261.492916667
2010\03\21,13.99183,1.3,993.7425
2010\03\22,5.26015,-4.2,964.717916667
2010\03\23,1.80782,-3.4,420.658333333
2010\03\24,0.02679,-1.7,268.5825
2010\03\25,2.51775,-1.7,257.3
2010\03\26,2.75394,-3.8,348.649583333
2010\03\27,4.71843,-5.4,307.649166667
2010\03\28,1.90679,-5.7,219.979583333
2010\03\29,0.76984,-5.3,206.404166667
2010\03\30,0.05419,-3.2,208.405833333
2010\03\31,0.21213,0.5,211.610416667
2010\04\01,5.93996,4.4,300.395416667
2010\04\02,3.99095,2.5,874.65375
2010\04\03,1.42371,-0.2,1071.34833333
2010\04\04,0.76898,1.8,725.821666667
2010\04\05,0.00175,3.8,660.220416667
2010\04\06,7.21007,2.7,694.202916667
2010\04\07,4.71828,0.1,870.971666667
2010\04\08,0,0.3,745.477916667
2010\04\09,0,3.8,717.6625
2010\04\10,3.39348,6.6,861.505416667
2010\04\11,2.70634,3.1,1567.49375
2010\04\12,0,2,1735.78875
2010\04\13,19.21906,4.3,1278.8725
2010\04\14,5.26515,-0.8,1930.27541667
2010\04\15,0.85152,-1.1,1433.53708333
2010\04\16,0.35241,1.1,791.65875
2010\04\17,0.00012,2.7,700.101666667
2010\04\18,0.70694,1.4,728.107916667
2010\04\19,0.02845,3.7,694.727916667
2010\04\20,9.62743,2.5,807.507083333
2010\04\21,4.95395,2.2,1049.53916667
2010\04\22,0.08769,2.3,889.141666667
2010\04\23,1.78763,1.4,797.109166667
2010\04\24,0.85445,3,808.447083333
2010\04\25,1.21472,3.1,812.931666667
2010\04\26,0.009,2.9,645.911666667
2010\04\27,0,4.6,623.195
2010\04\28,4.32759,5.4,804.959166667
2010\04\29,15.56331,6.3,897.005
2010\04\30,8.73421,6,1368.79125
2010\05\01,9.98022,5.9,2010.91583333
2010\05\02,0.03261,9.8,2423.93833333
2010\05\03,0.20975,11.7,1956.23458333
2010\05\04,0.15459,11.8,2249.04666667
2010\05\05,0.00388,11.6,2444.45041667
2010\05\06,3.76111,13.5,1989.08416667
2010\05\07,14.71602,11.2,2402.38333333
2010\05\08,2.16633,7,2780.66916667
2010\05\09,0.48765,6.3,1973.72375
2010\05\10,0,6.7,1512.53666667
2010\05\11,0.05577,6.8,1304.2275
2010\05\12,9.40532,6.4,1384.10583333
2010\05\13,1.06478,6.3,1362.36791667
2010\05\14,5E-05,5.7,1032.66333333
2010\05\15,0,9.3,874.930833333
2010\05\16,0,11.5,922.690416667
2010\05\17,0.12687,14.2,1068.88208333
2010\05\18,0,13.4,1131.52583333
2010\05\19,0.00858,13.6,1153.99333333
2010\05\20,12.78304,13.9,1301.21125
2010\05\21,0.17065,13.4,1735.20541667
2010\05\22,0.15388,13.3,1492.08708333
2010\05\23,0.01439,13.5,1190.2775
2010\05\24,2.69439,14.3,1128.96458333
2010\05\25,17.09788,11.1,1304.32458333
2010\05\26,0.71256,11.5,1354.78583333
2010\05\27,4.15463,8,1045.28333333
2010\05\28,0.52335,7.6,854.619583333
2010\05\29,0,10.1,718.9875
2010\05\30,0,9.8,684.0825
2010\05\31,0,9.9,619.952916667
2010\06\01,0.35436,12.7,539.357083333
2010\06\02,0.17875,11.1,491.826666667
2010\06\03,6.42506,10.6,491.012916667
2010\06\04,5.75073,10.1,521.285
2010\06\05,0.04023,11.8,485.650833333
2010\06\06,0,15.4,387.854166667
2010\06\07,0.02086,15.8,375.365416667
2010\06\08,0,17.5,311.894166667
2010\06\09,1.36808,16.2,310.610416667
2010\06\10,0.03769,16,384.642916667
2010\06\11,0,17.1,363.21
2010\06\12,0,18.2,374.946666667
2010\06\13,0.00089,19.2,333.151666667
2010\06\14,0.00632,18.7,347.503333333
2010\06\15,0.00651,18.4,343.044583333
2010\06\16,20.35695,16.2,446.014166667
2010\06\17,8.62232,15.4,655.409166667
2010\06\18,0.02184,18.7,550.882083333
2010\06\19,0.05453,19.8,427.577916667
2010\06\20,4.57503,18.1,352.320416667
2010\06\21,2.20537,18.2,409.605833333
2010\06\22,0.26231,20.4,357.648333333
2010\06\23,7.20605,18.1,318.010416667
2010\06\24,34.12654,14.1,659.928333333
2010\06\25,0.01762,19.1,1072.02333333
2010\06\26,0,22.6,613.201666667
2010\06\27,0,21.8,522.465
2010\06\28,0.34696,22.7,466.247083333
2010\06\29,0.55952,21.5,387.970416667
2010\06\30,1.22102,20.4,338.11875
2010\07\01,7.16373,20.4,338.61875
2010\07\02,1.51885,21,309.21375
2010\07\03,5.33955,21.2,302.702916667
2010\07\04,6.66973,20.6,430.749166667
2010\07\05,0.34837,20,589.064583333
2010\07\06,0.74435,19.5,429.071666667
2010\07\07,0.4113,20.2,374.452916667
2010\07\08,13.69318,18.5,323.149166667
2010\07\09,0.51164,19.8,322.281666667
2010\07\10,1.09336,19.1,404.92375
2010\07\11,0.34682,19,418.005833333
2010\07\12,32.06094,16.2,627.037083333
2010\07\13,0.06527,16.9,724.494166667
2010\07\14,0.02434,18.5,396.155
2010\07\15,4E-05,19,308.820833333
2010\07\16,0.63149,20.3,256.41875
2010\07\17,0.22697,22,241.84375
2010\07\18,13.99726,22.3,260.142083333
2010\07\19,7.95598,22.2,490.066666667
2010\07\20,0.07356,22.4,901.819166667
2010\07\21,0.11596,22.5,639.0625
2010\07\22,4.41044,19.8,442.48875
2010\07\23,7.88343,21.8,571.874583333
2010\07\24,21.15331,19.1,695.85875
2010\07\25,1.01895,19.1,723.395
2010\07\26,0.02204,19,475.2175
2010\07\27,13.45678,21.1,469.410833333
2010\07\28,4.04493,22.3,615.405833333
2010\07\29,43.90996,21.5,841.572916667
2010\07\30,6.88758,21,2426.23
2010\07\31,0.17847,22.2,1810.17375
2010\08\01,20.00505,20.8,1035.08375
2010\08\02,0.08161,19.8,1531.17625
2010\08\03,0,19.5,1054.185
2010\08\04,0.00114,20.4,758.6225
2010\08\05,0,23.5,577.309583333
2010\08\06,0,26.1,503.743333333
2010\08\07,20.7198,25.1,561.2025
2010\08\08,23.89734,24,1253.00458333
2010\08\09,6.53794,23.8,1194.37666667
2010\08\10,2.52091,23.3,824.003333333
2010\08\11,28.17539,22.2,926.124166667
2010\08\12,38.04228,20.5,1809.68583333
2010\08\13,1.90908,21.9,2240.75875
2010\08\14,0.5134,21.9,1262.085
2010\08\15,4.05294,21.4,853.6275
2010\08\16,0.96279,23.8,828.387916667
2010\08\17,0.13912,21.1,713.719166667
2010\08\18,0,20.5,617.684583333
2010\08\19,0,21.3,482.2725
2010\08\20,0.0264,20.8,384.165833333
2010\08\21,7.74692,22.2,479.898333333
2010\08\22,9.97823,23.4,665.917916667
2010\08\23,30.41397,21.2,733.894583333
2010\08\24,34.11043,21.1,2173.13
2010\08\25,4.3596,19.9,2240.96291667
2010\08\26,0.00618,19.9,1093.55083333
2010\08\27,0.0163,19.8,779.814166667
2010\08\28,0,20.3,669.570833333
2010\08\29,0,21,609.44125
2010\08\30,2.49025,24.3,611.710416667
2010\08\31,3.05649,24.1,633.604166667
2010\09\01,2.19317,23.6,567.89375
2010\09\02,0.08203,22.7,467.241666667
2010\09\03,26.01654,21.1,523.51375
2010\09\04,0.0466,20.3,712.52875
2010\09\05,4.42008,20.6,564.729583333
2010\09\06,11.00245,22.9,635.652083333
2010\09\07,22.57787,18.8,1268.80125
2010\09\08,0.04382,15.7,1074.18458333
2010\09\09,0,16.1,607.792916667
2010\09\10,0,17.9,525.89375
2010\09\11,0,17.3,566.609583333
2010\09\12,0,17.3,514.480833333
2010\09\13,0,17.5,503.3925
2010\09\14,0.02283,18.1,523.865
2010\09\15,0.01828,18.7,404.818333333
2010\09\16,0.0445,17.8,374.29
2010\09\17,0.65709,17.6,522.581666667
2010\09\18,2.91107,17.4,567.922083333
2010\09\19,7.59658,15.5,464.03625
2010\09\20,2.10296,15.7,349.210833333
2010\09\21,3.23957,15.1,546.901666667
2010\09\22,0.17764,11.7,594.706666667
2010\09\23,1.2605,9,319.134166667
2010\09\24,2.93768,7.9,327.442916667
2010\09\25,0.08187,8,249.592083333
2010\09\26,0.428,9.1,276.909583333
2010\09\27,0.62226,13.5,242.230416667
2010\09\28,23.89346,15.6,335.44375
2010\09\29,3.66939,10.6,771.785833333
2010\09\30,0.06827,12,408.667916667
2010\10\01,0.10581,12,300.961666667
2010\10\02,0.00326,10.9,244.745
2010\10\03,8.47333,11.6,222.68625
2010\10\04,21.68089,13.9,361.724583333
2010\10\05,7.17498,14,603.627916667
2010\10\06,0.83327,12,465.17375
2010\10\07,0.01176,11.6,285.714166667
2010\10\08,0.29519,13.1,238.943333333
2010\10\09,0.47685,13.1,242.675416667
2010\10\10,16.0958,12.8,410.332916667
2010\10\11,1.1417,14.4,590.17375
2010\10\12,8.49961,13.7,470.54625
2010\10\13,0.97983,12.3,479.455416667
2010\10\14,0.08778,9.4,364.14875
2010\10\15,11.52614,8.3,316.295833333
2010\10\16,3.47804,11.6,374.752916667
2010\10\17,4.62661,10,390.00875
2010\10\18,1.64065,4.8,399.282916667
2010\10\19,0.68366,4.5,259.111666667
2010\10\20,0.05087,6.5,244.95125
